date,adjClose
2018-02-07,98.95999908447266
2018-02-08,96.72000122070312
2018-02-09,94.87999725341797
2018-02-12,95.12000274658203
2018-02-13,94.95999908447266
2018-02-14,97.44000244140625
2018-02-15,98.63999938964844
2018-02-16,99.04000091552734
2018-02-20,99.12000274658203
2018-02-21,98.31999969482422
2018-02-22,100.72000122070312
2018-02-23,102.16000366210938
2018-02-26,102.87999725341797
2018-02-27,101.19999694824219
2018-02-28,98.95999908447266
2018-03-01,98.80000305175781
2018-03-02,98.95999908447266
2018-03-05,100.72000122070312
2018-03-06,100.55999755859375
2018-03-07,98.80000305175781
2018-03-08,97.19999694824219
2018-03-09,99.76000213623047
2018-03-12,98.95999908447266
2018-03-13,97.91999816894531
2018-03-14,98.23999786376953
2018-03-15,98.72000122070312
2018-03-16,100.4000015258789
2018-03-19,100.4000015258789
2018-03-20,102.4800033569336
2018-03-21,105.44000244140625
2018-03-22,103.5999984741211
2018-03-23,106.23999786376953
2018-03-26,105.68000030517578
2018-03-27,104.63999938964844
2018-03-28,104.31999969482422
2018-03-29,104.72000122070312
2018-04-02,101.91999816894531
2018-04-03,102.4800033569336
2018-04-04,102.55999755859375
2018-04-05,102.63999938964844
2018-04-06,100.08000183105469
2018-04-09,102.16000366210938
2018-04-10,106.0
2018-04-11,107.5999984741211
2018-04-12,108.16000366210938
2018-04-13,108.4000015258789
2018-04-16,107.04000091552734
2018-04-17,107.27999877929688
2018-04-18,111.04000091552734
2018-04-19,110.16000366210938
2018-04-20,110.0
2018-04-23,111.36000061035156
2018-04-24,109.44000244140625
2018-04-25,109.76000213623047
2018-04-26,110.16000366210938
2018-04-27,109.83999633789062
2018-04-30,110.4000015258789
2018-05-01,108.87999725341797
2018-05-02,109.36000061035156
2018-05-03,110.55999755859375
2018-05-04,112.72000122070312
2018-05-07,112.80000305175781
2018-05-08,112.4800033569336
2018-05-09,114.95999908447266
2018-05-10,115.27999877929688
2018-05-11,114.0
2018-05-14,115.04000091552734
2018-05-15,115.19999694824219
2018-05-16,115.68000030517578
2018-05-17,115.91999816894531
2018-05-18,115.44000244140625
2018-05-21,117.36000061035156
2018-05-22,116.4800033569336
2018-05-23,116.08000183105469
2018-05-24,114.31999969482422
2018-05-25,109.44000244140625
2018-05-29,108.08000183105469
2018-05-30,110.63999938964844
2018-05-31,108.4000015258789
2018-06-01,106.0
2018-06-04,104.95999908447266
2018-06-05,105.76000213623047
2018-06-06,105.27999877929688
2018-06-07,106.80000305175781
2018-06-08,106.16000366210938
2018-06-11,106.87999725341797
2018-06-12,107.19999694824219
2018-06-13,107.76000213623047
2018-06-14,108.16000366210938
2018-06-15,104.4000015258789
2018-06-18,106.31999969482422
2018-06-19,105.12000274658203
2018-06-20,106.23999786376953
2018-06-21,106.4800033569336
2018-06-22,112.16000366210938
2018-06-25,110.16000366210938
2018-06-26,114.16000366210938
2018-06-27,117.19999694824219
2018-06-28,118.87999725341797
2018-06-29,120.4800033569336
2018-07-02,119.68000030517578
2018-07-03,119.36000061035156
2018-07-05,118.23999786376953
2018-07-06,119.68000030517578
2018-07-09,120.23999786376953
2018-07-10,120.55999755859375
2018-07-11,114.4800033569336
2018-07-12,115.12000274658203
2018-07-13,115.76000213623047
2018-07-16,111.5199966430664
2018-07-17,111.5999984741211
2018-07-18,112.80000305175781
2018-07-19,113.04000091552734
2018-07-20,113.19999694824219
2018-07-23,112.72000122070312
2018-07-24,113.83999633789062
2018-07-25,115.36000061035156
2018-07-26,115.76000213623047
2018-07-27,114.55999755859375
2018-07-30,116.31999969482422
2018-07-31,114.23999786376953
2018-08-01,112.72000122070312
2018-08-02,114.87999725341797
2018-08-03,114.16000366210938
2018-08-06,114.4800033569336
2018-08-07,114.87999725341797
2018-08-08,111.19999694824219
2018-08-09,111.04000091552734
2018-08-10,112.63999938964844
2018-08-13,112.08000183105469
2018-08-14,111.91999816894531
2018-08-15,108.08000183105469
2018-08-16,109.04000091552734
2018-08-17,109.5199966430664
2018-08-20,110.08000183105469
2018-08-21,110.63999938964844
2018-08-22,114.16000366210938
2018-08-23,114.16000366210938
2018-08-24,115.44000244140625
2018-08-27,116.0
2018-08-28,115.44000244140625
2018-08-29,117.27999877929688
2018-08-30,118.0
2018-08-31,117.68000030517578
2018-09-04,116.63999938964844
2018-09-05,115.91999816894531
2018-09-06,114.4000015258789
2018-09-07,114.23999786376953
2018-09-10,113.68000030517578
2018-09-11,116.80000305175781
2018-09-12,118.23999786376953
2018-09-13,115.91999816894531
2018-09-14,116.0
2018-09-17,115.76000213623047
2018-09-18,117.5199966430664
2018-09-19,119.5199966430664
2018-09-20,118.4000015258789
2018-09-21,119.68000030517578
2018-09-24,122.0
2018-09-25,122.16000366210938
2018-09-26,120.87999725341797
2018-09-27,122.08000183105469
2018-09-28,124.16000366210938
2018-10-01,127.5999984741211
2018-10-02,126.95999908447266
2018-10-03,128.63999938964844
2018-10-04,125.91999816894531
2018-10-05,125.5199966430664
2018-10-08,125.44000244140625
2018-10-09,126.55999755859375
2018-10-10,123.04000091552734
2018-10-11,119.5999984741211
2018-10-12,120.95999908447266
2018-10-15,121.04000091552734
2018-10-16,121.5199966430664
2018-10-17,118.55999755859375
2018-10-18,116.4800033569336
2018-10-19,117.76000213623047
2018-10-22,117.91999816894531
2018-10-23,112.31999969482422
2018-10-24,112.4000015258789
2018-10-25,113.68000030517578
2018-10-26,114.63999938964844
2018-10-29,112.87999725341797
2018-10-30,112.23999786376953
2018-10-31,110.31999969482422
2018-11-01,107.68000030517578
2018-11-02,106.4800033569336
2018-11-05,106.4000015258789
2018-11-06,105.44000244140625
2018-11-07,104.4800033569336
2018-11-08,102.72000122070312
2018-11-09,101.5999984741211
2018-11-12,99.83999633789062
2018-11-13,93.5199966430664
2018-11-14,95.5999984741211
2018-11-15,95.83999633789062
2018-11-16,96.55999755859375
2018-11-19,97.12000274658203
2018-11-20,90.16000366210938
2018-11-21,92.16000366210938
2018-11-23,86.63999938964844
2018-11-26,87.5199966430664
2018-11-27,87.5999984741211
2018-11-28,85.27999877929688
2018-11-29,86.95999908447266
2018-11-30,85.83999633789062
2018-12-03,90.16000366210938
2018-12-04,89.44000244140625
2018-12-06,87.5199966430664
2018-12-07,88.87999725341797
2018-12-10,86.0
2018-12-11,87.5999984741211
2018-12-12,86.55999755859375
2018-12-13,89.68000030517578
2018-12-14,86.55999755859375
2018-12-17,83.5999984741211
2018-12-18,78.31999969482422
2018-12-19,80.16000366210938
2018-12-20,77.76000213623047
2018-12-21,76.55999755859375
2018-12-24,74.31999969482422
2018-12-26,79.19999694824219
2018-12-27,76.95999908447266
2018-12-28,76.23999786376953
2018-12-31,77.27999877929688
2019-01-02,78.80000305175781
2019-01-03,79.5999984741211
2019-01-04,81.44000244140625
2019-01-07,82.31999969482422
2019-01-08,84.0
2019-01-09,88.4000015258789
2019-01-10,88.80000305175781
2019-01-11,87.19999694824219
2019-01-14,85.5199966430664
2019-01-15,88.0
2019-01-16,88.4800033569336
2019-01-17,88.23999786376953
2019-01-18,90.4800033569336
2019-01-22,88.95999908447266
2019-01-23,88.4000015258789
2019-01-24,89.36000061035156
2019-01-25,90.0
2019-01-28,87.5999984741211
2019-01-29,89.27999877929688
2019-01-30,91.19999694824219
2019-01-31,90.80000305175781
2019-02-01,93.04000091552734
2019-02-04,92.0
2019-02-05,90.31999969482422
2019-02-06,90.55999755859375
2019-02-07,88.55999755859375
2019-02-08,88.63999938964844
2019-02-11,88.08000183105469
2019-02-12,89.27999877929688
2019-02-13,90.72000122070312
2019-02-14,91.83999633789062
2019-02-15,93.68000030517578
2019-02-19,94.23999786376953
2019-02-20,95.44000244140625
2019-02-21,95.04000091552734
2019-02-22,95.5999984741211
2019-02-25,92.55999755859375
2019-02-26,93.04000091552734
2019-02-27,95.12000274658203
2019-02-28,95.5999984741211
2019-03-01,93.27999877929688
2019-03-04,94.4000015258789
2019-03-05,94.55999755859375
2019-03-06,94.0
2019-03-07,94.4800033569336
2019-03-08,93.83999633789062
2019-03-11,94.87999725341797
2019-03-12,95.12000274658203
2019-03-13,97.5199966430664
2019-03-14,97.76000213623047
2019-03-15,97.5999984741211
2019-03-18,98.4800033569336
2019-03-19,98.23999786376953
2019-03-20,100.0
2019-03-21,99.5199966430664
2019-03-22,97.83999633789062
2019-03-25,98.0
2019-03-26,99.76000213623047
2019-03-27,98.72000122070312
2019-03-28,98.80000305175781
2019-03-29,100.0
2019-04-01,102.55999755859375
2019-04-02,104.08000183105469
2019-04-03,103.91999816894531
2019-04-04,103.36000061035156
2019-04-05,105.19999694824219
2019-04-08,107.19999694824219
2019-04-09,106.63999938964844
2019-04-10,107.27999877929688
2019-04-11,106.16000366210938
2019-04-12,106.4000015258789
2019-04-15,105.91999816894531
2019-04-16,106.95999908447266
2019-04-17,106.23999786376953
2019-04-18,106.55999755859375
2019-04-22,109.36000061035156
2019-04-23,110.31999969482422
2019-04-24,109.44000244140625
2019-04-25,108.23999786376953
2019-04-26,104.72000122070312
2019-04-29,105.83999633789062
2019-04-30,106.31999969482422
2019-05-01,105.76000213623047
2019-05-02,102.55999755859375
2019-05-03,102.95999908447266
2019-05-06,104.55999755859375
2019-05-07,101.83999633789062
2019-05-08,103.12000274658203
2019-05-09,102.4800033569336
2019-05-10,102.72000122070312
2019-05-13,101.44000244140625
2019-05-14,102.95999908447266
2019-05-15,103.76000213623047
2019-05-16,105.12000274658203
2019-05-17,104.63999938964844
2019-05-20,105.19999694824219
2019-05-21,105.04000091552734
2019-05-22,101.91999816894531
2019-05-23,96.72000122070312
2019-05-24,97.83999633789062
2019-05-28,97.83999633789062
2019-05-29,97.91999816894531
2019-05-30,94.08000183105469
2019-05-31,88.80000305175781
2019-06-03,87.91999816894531
2019-06-04,89.27999877929688
2019-06-05,86.16000366210938
2019-06-06,88.4800033569336
2019-06-07,89.83999633789062
2019-06-10,88.87999725341797
2019-06-11,88.87999725341797
2019-06-12,85.12000274658203
2019-06-13,87.04000091552734
2019-06-14,87.5199966430664
2019-06-17,86.4800033569336
2019-06-18,90.0
2019-06-19,90.63999938964844
2019-06-20,94.80000305175781
2019-06-21,95.76000213623047
2019-06-24,96.08000183105469
2019-06-25,96.0
2019-06-26,98.31999969482422
2019-06-27,98.31999969482422
2019-06-28,96.31999969482422
2019-07-01,98.23999786376953
2019-07-02,93.5999984741211
2019-07-03,94.16000366210938
2019-07-05,95.5999984741211
2019-07-08,95.44000244140625
2019-07-09,96.31999969482422
2019-07-10,100.23999786376953
2019-07-11,100.4000015258789
2019-07-12,100.16000366210938
2019-07-15,98.4000015258789
2019-07-16,96.55999755859375
2019-07-17,94.0
2019-07-18,92.4800033569336
2019-07-19,93.36000061035156
2019-07-22,93.44000244140625
2019-07-23,94.4800033569336
2019-07-24,92.72000122070312
2019-07-25,92.80000305175781
2019-07-26,93.19999694824219
2019-07-29,94.55999755859375
2019-07-30,96.63999938964844
2019-07-31,96.31999969482422
2019-08-01,90.4800033569336
2019-08-02,91.83999633789062
2019-08-05,90.95999908447266
2019-08-06,89.12000274658203
2019-08-07,86.72000122070312
2019-08-08,87.68000030517578
2019-08-09,90.23999786376953
2019-08-12,90.87999725341797
2019-08-13,94.95999908447266
2019-08-14,91.5199966430664
2019-08-15,90.80000305175781
2019-08-16,91.19999694824219
2019-08-19,93.27999877929688
2019-08-20,93.04000091552734
2019-08-21,92.87999725341797
2019-08-22,92.23999786376953
2019-08-23,89.5199966430664
2019-08-26,89.44000244140625
2019-08-27,91.36000061035156
2019-08-28,93.12000274658203
2019-08-29,94.23999786376953
2019-08-30,91.68000030517578
2019-09-03,89.76000213623047
2019-09-04,93.68000030517578
2019-09-05,93.5999984741211
2019-09-06,94.16000366210938
2019-09-09,96.63999938964844
2019-09-10,95.83999633789062
2019-09-11,93.44000244140625
2019-09-12,91.76000213623047
2019-09-13,91.5199966430664
2019-09-16,102.63999938964844
2019-09-17,98.31999969482422
2019-09-18,96.80000305175781
2019-09-19,97.5199966430664
2019-09-20,97.5999984741211
2019-09-23,97.68000030517578
2019-09-24,95.19999694824219
2019-09-25,94.4000015258789
2019-09-26,94.4000015258789
2019-09-27,93.27999877929688
2019-09-30,90.72000122070312
2019-10-01,89.5199966430664
2019-10-02,87.83999633789062
2019-10-03,87.44000244140625
2019-10-04,88.31999969482422
2019-10-07,88.31999969482422
2019-10-08,87.12000274658203
2019-10-09,87.91999816894531
2019-10-10,89.5199966430664
2019-10-11,91.36000061035156
2019-10-14,89.44000244140625
2019-10-15,88.4800033569336
2019-10-16,89.12000274658203
2019-10-17,90.23999786376953
2019-10-18,89.76000213623047
2019-10-21,89.68000030517578
2019-10-22,90.72000122070312
2019-10-23,93.19999694824219
2019-10-24,93.83999633789062
2019-10-25,94.63999938964844
2019-10-28,93.19999694824219
2019-10-29,92.63999938964844
2019-10-30,91.76000213623047
2019-10-31,90.4000015258789
2019-11-01,93.5199966430664
2019-11-04,94.4800033569336
2019-11-05,95.44000244140625
2019-11-06,94.4800033569336
2019-11-07,95.04000091552734
2019-11-08,95.91999816894531
2019-11-11,95.12000274658203
2019-11-12,94.95999908447266
2019-11-13,95.68000030517578
2019-11-14,95.27999877929688
2019-11-15,96.63999938964844
2019-11-18,95.19999694824219
2019-11-19,92.55999755859375
2019-11-20,95.19999694824219
2019-11-21,97.5999984741211
2019-11-22,96.87999725341797
2019-11-25,96.87999725341797
2019-11-26,97.5199966430664
2019-11-27,97.12000274658203
2019-11-29,92.95999908447266
2019-12-02,93.36000061035156
2019-12-03,94.08000183105469
2019-12-04,97.5199966430664
2019-12-05,97.5199966430664
2019-12-06,98.55999755859375
2019-12-09,98.63999938964844
2019-12-10,99.12000274658203
2019-12-11,98.4000015258789
2019-12-12,98.95999908447266
2019-12-13,99.91999816894531
2019-12-16,100.72000122070312
2019-12-17,101.76000213623047
2019-12-18,101.91999816894531
2019-12-19,102.23999786376953
2019-12-20,101.04000091552734
2019-12-23,101.5999984741211
2019-12-24,102.16000366210938
2019-12-26,103.12000274658203
2019-12-27,103.27999877929688
2019-12-30,103.12000274658203
2019-12-31,102.4800033569336
2020-01-02,102.4800033569336
2020-01-03,105.44000244140625
2020-01-06,105.27999877929688
2020-01-07,105.04000091552734
2020-01-08,101.27999877929688
2020-01-09,99.91999816894531
2020-01-10,99.27999877929688
2020-01-13,97.5999984741211
2020-01-14,98.23999786376953
2020-01-15,97.44000244140625
2020-01-16,98.31999969482422
2020-01-17,98.63999938964844
2020-01-21,97.91999816894531
2020-01-22,95.19999694824219
2020-01-23,93.27999877929688
2020-01-24,91.44000244140625
2020-01-27,88.80000305175781
2020-01-28,90.0
2020-01-29,89.27999877929688
2020-01-30,88.63999938964844
2020-01-31,86.72000122070312
2020-02-03,83.91999816894531
2020-02-04,83.5199966430664
2020-02-05,85.5999984741211
2020-02-06,85.91999816894531
2020-02-07,84.63999938964844
2020-02-10,83.36000061035156
2020-02-11,84.0
2020-02-12,86.4800033569336
2020-02-13,86.72000122070312
2020-02-14,87.5999984741211
2020-02-18,87.5999984741211
2020-02-19,89.44000244140625
2020-02-20,90.23999786376953
2020-02-21,89.27999877929688
2020-02-24,85.91999816894531
2020-02-25,83.19999694824219
2020-02-26,81.5199966430664
2020-02-27,78.23999786376953
2020-02-28,75.5999984741211
